matric_percentage,science_aptitude,extracurricular_score,city_tier,recommended_field,college_tier
75.0,0.531,12.3,Urban,Computer Science,Mid-Tier College
77.02,0.503,35.7,Rural,Computer Science,Top-Tier Government College
80.53,0.464,47.1,Urban,Pre-Engineering,Mid-Tier College
73.33,0.465,55.6,Metro,Commerce,Mid-Tier College
48.59,0.554,25.2,Urban,Arts/Humanities,Mid-Tier College
37.21,0.945,45.0,Metro,Arts/Humanities,Standard College
85.68,0.875,64.1,Metro,Pre-Engineering,Top-Tier Government College
54.48,0.54,39.0,Urban,Arts/Humanities,Standard College
98.15,0.044,43.9,Urban,Pre-Engineering,Top-Tier Government College
34.13,0.872,40.7,Rural,Arts/Humanities,Standard College
50.17,0.64,21.6,Metro,Commerce,Standard College
52.86,0.124,42.7,Urban,Commerce,Mid-Tier College
72.02,0.878,45.5,Metro,Computer Science,Mid-Tier College
78.39,0.522,64.8,Rural,Pre-Engineering,Mid-Tier College
58.95,0.231,34.0,Urban,Commerce,Standard College
77.29,0.801,23.8,Urban,Commerce,Top-Tier Government College
46.96,0.271,40.1,Rural,Arts/Humanities,Mid-Tier College
59.74,0.832,32.2,Rural,Arts/Humanities,Mid-Tier College
48.36,0.617,61.0,Metro,Arts/Humanities,Standard College
58.82,0.328,38.7,Metro,Commerce,Mid-Tier College
57.46,0.311,18.7,Metro,Arts/Humanities,Mid-Tier College
72.56,0.269,61.9,Metro,Computer Science,Top-Tier Government College
100.0,0.152,48.3,Metro,Pre-Engineering,Top-Tier Government College
45.79,0.242,53.4,Metro,Arts/Humanities,Standard College
64.44,0.353,57.8,Rural,Arts/Humanities,Standard College
78.6,0.278,70.9,Urban,Computer Science,Mid-Tier College
68.79,0.42,31.6,Rural,Commerce,Top-Tier Government College
90.33,0.332,62.3,Rural,Pre-Engineering,Top-Tier Government College
51.31,0.83,51.3,Urban,Commerce,Standard College
80.05,0.54,51.0,Urban,Computer Science,Mid-Tier College
55.14,0.172,47.9,Urban,Commerce,Standard College
80.74,0.552,40.5,Rural,Computer Science,Mid-Tier College
70.32,0.254,54.1,Urban,Commerce,Top-Tier Government College
71.61,0.728,50.4,Urban,Computer Science,Mid-Tier College
58.27,0.451,63.4,Urban,Arts/Humanities,Mid-Tier College
38.11,0.944,79.5,Urban,Arts/Humanities,Standard College
50.01,0.086,30.2,Rural,Arts/Humanities,Standard College
78.97,0.165,88.6,Metro,Pre-Engineering,Mid-Tier College
63.45,0.717,71.5,Metro,Commerce,Standard College
79.43,0.229,27.1,Metro,Computer Science,Top-Tier Government College
46.5,0.051,47.2,Metro,Arts/Humanities,Mid-Tier College
77.89,0.549,49.8,Urban,Commerce,Mid-Tier College
83.76,0.91,73.2,Metro,Pre-Engineering,Mid-Tier College
33.0,0.46,30.6,Rural,Arts/Humanities,Standard College
72.8,0.508,83.9,Metro,Computer Science,Mid-Tier College
98.67,0.002,28.3,Metro,Pre-Engineering,Top-Tier Government College
55.61,0.794,42.7,Urban,Arts/Humanities,Standard College
83.64,0.995,37.6,Metro,Pre-Engineering,Mid-Tier College
68.35,0.039,25.2,Rural,Commerce,Mid-Tier College
81.37,0.186,27.4,Metro,Computer Science,Mid-Tier College
61.55,0.182,38.2,Urban,Arts/Humanities,Standard College
55.34,0.831,44.6,Metro,Arts/Humanities,Standard College
60.9,0.979,37.6,Urban,Arts/Humanities,Mid-Tier College
61.93,0.941,31.4,Urban,Commerce,Mid-Tier College
58.34,0.215,0.0,Urban,Commerce,Standard College
53.7,0.336,44.3,Metro,Commerce,Standard College
85.4,0.687,87.3,Urban,Pre-Engineering,Top-Tier Government College
58.47,0.247,82.9,Metro,Commerce,Standard College
48.48,0.911,72.9,Rural,Arts/Humanities,Standard College
52.79,0.392,42.0,Metro,Arts/Humanities,Mid-Tier College
75.57,0.243,60.1,Urban,Commerce,Top-Tier Government College
33.0,0.178,39.2,Urban,Arts/Humanities,Standard College
75.75,0.967,40.5,Rural,Commerce,Top-Tier Government College
79.2,0.14,53.0,Metro,Pre-Engineering,Mid-Tier College
88.2,0.981,70.2,Metro,Pre-Medical,Top-Tier Government College
60.75,0.099,40.1,Rural,Arts/Humanities,Mid-Tier College
54.68,0.812,36.8,Metro,Arts/Humanities,Standard College
70.59,0.312,49.2,Metro,Computer Science,Mid-Tier College
70.06,0.922,20.4,Rural,Computer Science,Mid-Tier College
88.82,0.929,67.0,Urban,Pre-Medical,Top-Tier Government College
68.71,0.927,70.2,Urban,Commerce,Top-Tier Government College
61.04,0.27,73.5,Rural,Commerce,Mid-Tier College
46.55,0.063,65.3,Urban,Arts/Humanities,Standard College
64.51,0.98,38.2,Urban,Arts/Humanities,Standard College
69.06,0.597,45.2,Metro,Commerce,Top-Tier Government College
86.74,0.217,31.3,Urban,Pre-Engineering,Top-Tier Government College
69.57,0.479,56.1,Metro,Commerce,Mid-Tier College
89.45,0.912,93.3,Rural,Pre-Medical,Top-Tier Government College
87.72,0.086,30.5,Metro,Computer Science,Top-Tier Government College
55.64,0.601,63.0,Metro,Commerce,Mid-Tier College
49.68,0.018,77.4,Metro,Arts/Humanities,Standard College
57.76,0.39,29.3,Urban,Arts/Humanities,Standard College
64.17,0.669,92.4,Urban,Arts/Humanities,Standard College
55.0,0.409,36.8,Metro,Commerce,Mid-Tier College
79.11,0.741,47.9,Urban,Computer Science,Mid-Tier College
78.72,0.426,58.3,Rural,Computer Science,Mid-Tier College
87.25,0.555,68.5,Metro,Pre-Engineering,Top-Tier Government College
72.4,0.384,65.9,Metro,Computer Science,Mid-Tier College
60.96,0.484,45.1,Urban,Commerce,Mid-Tier College
74.48,0.416,37.0,Metro,Commerce,Top-Tier Government College
53.41,0.244,3.5,Metro,Arts/Humanities,Mid-Tier College
70.33,0.143,40.0,Rural,Computer Science,Mid-Tier College
55.8,0.686,75.2,Urban,Arts/Humanities,Standard College
86.46,0.192,34.3,Metro,Computer Science,Top-Tier Government College
33.0,0.028,62.3,Urban,Arts/Humanities,Standard College
81.52,0.966,64.2,Urban,Computer Science,Mid-Tier College
82.11,0.161,53.4,Rural,Pre-Engineering,Mid-Tier College
67.32,0.1,39.0,Urban,Commerce,Mid-Tier College
73.39,0.587,39.1,Metro,Commerce,Mid-Tier College
71.26,0.406,49.1,Metro,Computer Science,Mid-Tier College
88.7,0.729,15.1,Urban,Pre-Medical,Top-Tier Government College
94.46,0.564,77.9,Urban,Pre-Medical,Top-Tier Government College
68.17,0.569,29.2,Urban,Computer Science,Mid-Tier College
94.14,0.666,37.6,Rural,Pre-Medical,Top-Tier Government College
57.71,0.163,37.7,Metro,Arts/Humanities,Mid-Tier College
74.65,0.767,44.3,Urban,Commerce,Mid-Tier College
75.0,0.402,57.7,Urban,Commerce,Mid-Tier College
47.83,0.722,74.1,Metro,Arts/Humanities,Mid-Tier College
73.24,0.534,54.6,Rural,Computer Science,Top-Tier Government College
57.33,0.104,81.5,Urban,Commerce,Mid-Tier College
80.71,0.232,42.8,Rural,Computer Science,Mid-Tier College
53.79,0.399,63.9,Metro,Arts/Humanities,Mid-Tier College
39.62,0.0,66.0,Metro,Arts/Humanities,Standard College
47.2,0.54,53.1,Rural,Arts/Humanities,Mid-Tier College
68.34,0.082,63.5,Metro,Commerce,Mid-Tier College
72.98,0.519,29.9,Rural,Commerce,Mid-Tier College
73.44,0.983,76.6,Metro,Commerce,Mid-Tier College
55.8,0.911,66.4,Rural,Commerce,Standard College
80.61,0.645,53.6,Rural,Computer Science,Top-Tier Government College
59.21,0.066,43.2,Urban,Arts/Humanities,Mid-Tier College
64.47,0.42,67.1,Urban,Commerce,Standard College
83.68,0.327,28.5,Rural,Pre-Engineering,Top-Tier Government College
65.42,0.202,65.0,Rural,Commerce,Mid-Tier College
37.94,0.854,68.8,Rural,Arts/Humanities,Standard College
79.4,0.359,100.0,Urban,Pre-Engineering,Top-Tier Government College
68.0,0.263,48.5,Urban,Commerce,Top-Tier Government College
61.81,0.767,77.4,Urban,Arts/Humanities,Mid-Tier College
88.6,0.18,62.7,Metro,Pre-Engineering,Top-Tier Government College
57.93,0.686,18.3,Urban,Commerce,Standard College
78.42,0.305,24.6,Metro,Pre-Engineering,Mid-Tier College
70.15,0.593,39.7,Rural,Commerce,Mid-Tier College
100.0,0.409,73.5,Urban,Pre-Engineering,Top-Tier Government College
39.19,0.886,79.3,Urban,Arts/Humanities,Standard College
71.11,0.214,45.4,Rural,Commerce,Mid-Tier College
73.52,0.9,59.0,Metro,Commerce,Mid-Tier College
85.55,0.082,54.8,Metro,Pre-Engineering,Top-Tier Government College
61.24,0.047,0.7,Rural,Commerce,Standard College
57.82,0.991,72.2,Rural,Arts/Humanities,Mid-Tier College
90.21,0.397,78.6,Urban,Pre-Engineering,Top-Tier Government College
61.16,0.53,5.7,Metro,Commerce,Mid-Tier College
72.44,0.13,31.6,Urban,Commerce,Top-Tier Government College
67.14,0.939,48.6,Rural,Computer Science,Top-Tier Government College
74.09,0.485,48.6,Metro,Commerce,Top-Tier Government College
46.42,0.788,71.3,Rural,Arts/Humanities,Standard College
59.29,0.642,73.7,Rural,Commerce,Standard College
67.08,0.197,39.3,Rural,Computer Science,Mid-Tier College
69.68,0.635,63.9,Rural,Computer Science,Mid-Tier College
85.5,0.245,37.4,Metro,Computer Science,Top-Tier Government College
76.1,0.655,44.1,Urban,Computer Science,Mid-Tier College
77.16,0.523,55.1,Urban,Commerce,Top-Tier Government College
67.06,0.065,61.2,Metro,Commerce,Top-Tier Government College
88.07,0.326,37.8,Urban,Pre-Engineering,Top-Tier Government College
58.25,0.143,88.4,Metro,Arts/Humanities,Standard College
66.42,0.307,54.4,Rural,Computer Science,Top-Tier Government College
44.16,0.798,50.5,Urban,Arts/Humanities,Standard College
51.17,0.007,65.7,Metro,Arts/Humanities,Standard College
81.53,0.216,37.7,Urban,Pre-Engineering,Mid-Tier College
67.18,0.847,56.6,Urban,Commerce,Mid-Tier College
38.29,0.135,1.4,Urban,Arts/Humanities,Standard College
67.24,0.285,16.0,Urban,Commerce,Mid-Tier College
64.15,0.349,43.0,Rural,Commerce,Standard College
49.78,0.673,40.9,Metro,Arts/Humanities,Mid-Tier College
73.25,0.978,43.1,Metro,Computer Science,Mid-Tier College
63.6,0.489,37.3,Urban,Commerce,Mid-Tier College
68.05,0.566,61.9,Rural,Commerce,Top-Tier Government College
82.98,0.954,74.6,Metro,Pre-Engineering,Top-Tier Government College
58.04,0.709,40.2,Rural,Arts/Humanities,Standard College
85.11,0.338,71.0,Rural,Computer Science,Top-Tier Government College
63.59,0.799,57.9,Urban,Arts/Humanities,Standard College
63.78,0.344,26.2,Metro,Commerce,Standard College
88.49,0.144,23.3,Metro,Pre-Engineering,Top-Tier Government College
73.94,0.279,51.4,Metro,Commerce,Mid-Tier College
61.4,0.378,71.9,Urban,Commerce,Mid-Tier College
65.98,0.502,31.9,Metro,Commerce,Top-Tier Government College
71.31,0.296,8.5,Rural,Commerce,Mid-Tier College
44.65,0.783,69.7,Metro,Arts/Humanities,Standard College
78.52,0.409,73.4,Urban,Pre-Engineering,Mid-Tier College
67.81,0.947,45.8,Rural,Commerce,Mid-Tier College
47.2,0.929,72.1,Metro,Arts/Humanities,Standard College
52.79,0.819,91.0,Urban,Commerce,Mid-Tier College
81.69,0.994,33.4,Urban,Computer Science,Mid-Tier College
47.66,0.242,42.7,Urban,Arts/Humanities,Standard College
100.0,0.133,42.8,Urban,Pre-Engineering,Top-Tier Government College
50.79,0.361,72.1,Metro,Commerce,Mid-Tier College
71.13,0.598,33.4,Rural,Commerce,Mid-Tier College
33.0,0.232,44.1,Metro,Arts/Humanities,Standard College
66.66,0.742,75.9,Rural,Commerce,Top-Tier Government College
59.44,0.602,70.7,Rural,Commerce,Standard College
75.48,0.168,71.7,Rural,Computer Science,Mid-Tier College
70.83,0.144,32.1,Rural,Commerce,Mid-Tier College
62.38,0.532,59.4,Metro,Commerce,Standard College
100.0,0.877,39.0,Metro,Pre-Medical,Top-Tier Government College
80.0,0.094,69.0,Metro,Computer Science,Mid-Tier College
55.95,0.773,60.7,Metro,Arts/Humanities,Standard College
73.2,0.54,64.8,Urban,Commerce,Mid-Tier College
33.0,0.952,47.3,Urban,Arts/Humanities,Standard College
58.23,0.755,53.6,Metro,Commerce,Mid-Tier College
87.42,0.09,58.2,Urban,Computer Science,Top-Tier Government College
58.62,0.992,46.5,Rural,Arts/Humanities,Standard College
69.79,0.553,57.1,Rural,Computer Science,Mid-Tier College
49.02,0.922,31.5,Rural,Arts/Humanities,Standard College
80.0,0.417,27.2,Rural,Pre-Engineering,Top-Tier Government College
69.3,0.048,16.7,Urban,Commerce,Mid-Tier College
67.39,0.947,47.8,Urban,Commerce,Mid-Tier College
82.34,0.253,67.5,Urban,Pre-Engineering,Mid-Tier College
93.55,0.282,59.3,Metro,Pre-Engineering,Top-Tier Government College
80.12,0.914,11.5,Urban,Computer Science,Top-Tier Government College
39.64,0.958,58.8,Rural,Arts/Humanities,Standard College
73.66,0.771,51.6,Metro,Commerce,Mid-Tier College
71.51,0.845,47.6,Metro,Computer Science,Mid-Tier College
48.96,0.658,55.3,Urban,Arts/Humanities,Mid-Tier College
41.43,0.529,62.3,Urban,Arts/Humanities,Standard College
60.69,0.217,77.9,Rural,Commerce,Mid-Tier College
62.4,0.267,75.6,Metro,Commerce,Mid-Tier College
66.1,0.899,88.8,Rural,Commerce,Mid-Tier College
55.42,0.736,62.5,Metro,Commerce,Mid-Tier College
69.63,0.395,39.3,Rural,Commerce,Mid-Tier College
71.82,0.147,77.4,Urban,Commerce,Mid-Tier College
62.48,0.15,27.0,Urban,Arts/Humanities,Standard College
73.23,0.277,67.6,Metro,Commerce,Mid-Tier College
57.69,0.108,30.8,Metro,Commerce,Standard College
41.92,0.331,39.6,Rural,Arts/Humanities,Standard College
66.94,0.045,75.2,Rural,Computer Science,Mid-Tier College
81.12,0.95,38.8,Metro,Computer Science,Mid-Tier College
100.0,0.951,72.1,Urban,Pre-Medical,Top-Tier Government College
33.02,0.393,63.6,Metro,Arts/Humanities,Standard College
58.95,0.4,48.3,Metro,Arts/Humanities,Standard College
53.02,0.287,65.8,Metro,Arts/Humanities,Standard College
71.33,0.118,63.1,Rural,Commerce,Mid-Tier College
53.0,0.808,54.0,Urban,Commerce,Standard College
69.04,0.234,38.6,Metro,Commerce,Top-Tier Government College
82.86,0.942,67.6,Metro,Pre-Engineering,Mid-Tier College
55.06,0.465,44.7,Metro,Commerce,Standard College
65.89,0.361,50.0,Urban,Commerce,Top-Tier Government College
92.93,0.513,59.9,Metro,Pre-Medical,Top-Tier Government College
81.24,0.774,49.2,Metro,Pre-Engineering,Mid-Tier College
41.19,0.587,56.2,Urban,Arts/Humanities,Standard College
100.0,0.221,57.1,Urban,Pre-Engineering,Top-Tier Government College
56.22,0.911,56.7,Metro,Arts/Humanities,Standard College
71.98,0.564,53.8,Urban,Commerce,Top-Tier Government College
60.52,0.155,78.4,Rural,Commerce,Mid-Tier College
59.87,0.746,41.7,Metro,Arts/Humanities,Standard College
56.07,0.026,42.7,Metro,Commerce,Standard College
77.09,0.351,26.5,Metro,Commerce,Mid-Tier College
54.78,0.411,5.2,Metro,Commerce,Standard College
47.04,0.014,64.3,Rural,Arts/Humanities,Mid-Tier College
58.08,0.307,60.6,Metro,Arts/Humanities,Standard College
67.19,0.908,79.4,Metro,Commerce,Mid-Tier College
35.11,0.602,22.7,Rural,Arts/Humanities,Standard College
79.9,0.24,36.0,Urban,Computer Science,Mid-Tier College
55.74,0.092,39.9,Urban,Arts/Humanities,Standard College
78.79,0.72,89.4,Rural,Computer Science,Top-Tier Government College
89.34,0.402,69.2,Rural,Pre-Engineering,Top-Tier Government College
72.27,0.138,47.6,Urban,Commerce,Mid-Tier College
75.79,0.951,50.6,Metro,Commerce,Top-Tier Government College
60.04,0.164,57.1,Rural,Arts/Humanities,Standard College
56.53,0.827,28.9,Urban,Commerce,Standard College
36.94,0.655,57.7,Metro,Arts/Humanities,Standard College
64.17,0.04,29.8,Rural,Arts/Humanities,Mid-Tier College
58.53,0.337,52.8,Metro,Arts/Humanities,Mid-Tier College
33.0,0.807,64.4,Urban,Arts/Humanities,Standard College
71.64,0.618,56.4,Urban,Commerce,Mid-Tier College
91.55,0.119,37.1,Rural,Pre-Engineering,Top-Tier Government College
73.71,0.216,45.2,Metro,Commerce,Top-Tier Government College
85.87,0.471,66.4,Rural,Pre-Engineering,Top-Tier Government College
62.98,0.061,40.7,Urban,Commerce,Mid-Tier College
51.03,0.299,24.2,Metro,Commerce,Standard College
68.32,0.621,45.3,Urban,Computer Science,Mid-Tier College
61.76,0.04,40.5,Rural,Arts/Humanities,Standard College
49.13,0.752,46.6,Metro,Arts/Humanities,Mid-Tier College
83.8,0.531,50.5,Rural,Computer Science,Mid-Tier College
70.01,0.815,43.7,Rural,Commerce,Mid-Tier College
56.82,0.731,43.6,Metro,Commerce,Standard College
70.45,0.472,68.2,Rural,Computer Science,Top-Tier Government College
64.94,0.029,61.8,Urban,Arts/Humanities,Mid-Tier College
77.21,0.221,69.1,Metro,Commerce,Mid-Tier College
92.86,0.23,51.8,Urban,Pre-Engineering,Top-Tier Government College
57.45,0.63,42.8,Urban,Commerce,Standard College
48.26,0.548,56.3,Urban,Arts/Humanities,Standard College
89.41,0.206,21.8,Urban,Pre-Engineering,Top-Tier Government College
100.0,0.056,28.1,Urban,Pre-Engineering,Top-Tier Government College
57.63,0.712,66.6,Rural,Commerce,Mid-Tier College
52.81,0.878,40.7,Urban,Commerce,Mid-Tier College
48.21,0.84,37.1,Metro,Arts/Humanities,Mid-Tier College
67.27,0.723,28.8,Metro,Commerce,Mid-Tier College
69.12,0.181,58.8,Urban,Commerce,Top-Tier Government College
63.24,0.118,26.6,Metro,Commerce,Standard College
80.81,0.733,73.9,Rural,Computer Science,Mid-Tier College
54.36,0.588,53.9,Metro,Arts/Humanities,Standard College
57.93,0.252,15.7,Urban,Arts/Humanities,Mid-Tier College
47.38,0.507,40.0,Metro,Arts/Humanities,Mid-Tier College
89.62,0.936,30.1,Rural,Pre-Medical,Top-Tier Government College
84.65,0.115,60.6,Urban,Computer Science,Mid-Tier College
88.36,0.596,60.1,Metro,Pre-Medical,Top-Tier Government College
54.0,0.921,40.3,Urban,Commerce,Standard College
88.88,0.338,37.3,Urban,Pre-Engineering,Top-Tier Government College
72.15,0.992,58.4,Rural,Computer Science,Mid-Tier College
79.0,0.244,37.6,Urban,Computer Science,Mid-Tier College
76.8,0.257,75.8,Rural,Commerce,Top-Tier Government College
62.43,0.043,36.8,Rural,Commerce,Mid-Tier College
64.87,0.258,56.5,Metro,Commerce,Mid-Tier College
42.98,0.492,11.1,Metro,Arts/Humanities,Standard College
58.82,0.466,57.0,Metro,Arts/Humanities,Mid-Tier College
63.96,0.912,37.5,Metro,Arts/Humanities,Mid-Tier College
49.13,0.284,54.9,Urban,Arts/Humanities,Standard College
69.17,0.115,71.3,Metro,Commerce,Mid-Tier College
88.02,0.468,46.2,Urban,Pre-Engineering,Top-Tier Government College
59.74,0.514,0.6,Metro,Commerce,Mid-Tier College
52.21,0.024,9.5,Metro,Commerce,Standard College
54.01,0.691,51.1,Rural,Commerce,Standard College
70.64,0.914,31.9,Metro,Commerce,Mid-Tier College
