intermediate_percentage,entry_test_score,field,city_tier,suggested_program,university_tier
51.39,77.11,Commerce,Metro,Business Administration,Mid-Tier Public University
51.3,50.6,Computer Science,Metro,Computer Science,Private University
63.52,58.12,Pre-Medical,Urban,Computer Science,Mid-Tier Public University
64.09,53.58,Commerce,Urban,Social Sciences,Mid-Tier Public University
77.51,93.09,Arts/Humanities,Rural,Social Sciences,Private University
61.55,56.51,Computer Science,Rural,Business Administration,Private University
83.27,84.38,Computer Science,Metro,Computer Science,Top Public University
58.47,83.7,Commerce,Metro,Engineering,Private University
81.97,79.56,Pre-Medical,Metro,Medicine (MBBS),Top Public University
44.7,53.25,Computer Science,Rural,Business Administration,Mid-Tier Public University
58.17,65.64,Commerce,Metro,Computer Science,Private University
67.05,61.45,Computer Science,Metro,Social Sciences,Private University
78.9,68.08,Arts/Humanities,Urban,Social Sciences,Top Public University
74.37,99.44,Commerce,Metro,Business Administration,Top Public University
53.51,70.58,Computer Science,Urban,Social Sciences,Private University
46.98,47.38,Computer Science,Urban,Social Sciences,Mid-Tier Public University
66.16,96.45,Pre-Medical,Urban,Social Sciences,Mid-Tier Public University
65.21,61.25,Computer Science,Urban,Engineering,Private University
60.65,59.79,Pre-Engineering,Urban,Computer Science,Top Public University
66.19,54.11,Computer Science,Rural,Medicine (MBBS),Private University
46.61,49.83,Commerce,Metro,Engineering,Private University
74.18,80.52,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
81.4,77.04,Computer Science,Rural,Computer Science,Mid-Tier Public University
53.21,49.32,Pre-Medical,Urban,Computer Science,Private University
53.74,41.77,Pre-Engineering,Rural,Engineering,Mid-Tier Public University
84.95,71.65,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
82.58,73.7,Commerce,Urban,Business Administration,Top Public University
54.63,67.52,Arts/Humanities,Urban,Business Administration,Private University
56.33,56.94,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
40.33,42.89,Arts/Humanities,Metro,Business Administration,Private University
73.89,91.96,Pre-Engineering,Metro,Business Administration,Top Public University
69.52,82.69,Computer Science,Urban,Engineering,Mid-Tier Public University
66.95,73.64,Commerce,Metro,Engineering,Top Public University
100.0,100.0,Pre-Engineering,Rural,Engineering,Top Public University
63.82,58.47,Computer Science,Rural,Social Sciences,Private University
64.78,59.76,Arts/Humanities,Urban,Computer Science,Mid-Tier Public University
70.37,92.47,Computer Science,Metro,Engineering,Mid-Tier Public University
63.71,84.74,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
83.15,94.06,Arts/Humanities,Rural,Social Sciences,Top Public University
64.07,83.89,Pre-Engineering,Urban,Engineering,Mid-Tier Public University
68.49,70.82,Commerce,Urban,Business Administration,Private University
100.0,100.0,Pre-Engineering,Metro,Engineering,Top Public University
57.96,57.64,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
48.7,31.52,Arts/Humanities,Metro,Computer Science,Private University
69.01,51.96,Commerce,Urban,Computer Science,Private University
57.41,57.12,Commerce,Metro,Business Administration,Private University
57.14,43.65,Commerce,Urban,Business Administration,Top Public University
69.94,64.69,Computer Science,Rural,Business Administration,Private University
79.38,99.55,Computer Science,Urban,Computer Science,Top Public University
43.65,44.76,Pre-Engineering,Metro,Business Administration,Private University
63.61,58.25,Computer Science,Urban,Business Administration,Private University
35.24,42.55,Pre-Medical,Urban,Business Administration,Mid-Tier Public University
80.29,82.45,Commerce,Rural,Business Administration,Top Public University
50.98,44.86,Computer Science,Urban,Social Sciences,Private University
76.08,59.54,Commerce,Urban,Business Administration,Private University
93.31,100.0,Commerce,Rural,Business Administration,Top Public University
86.48,86.32,Commerce,Rural,Business Administration,Mid-Tier Public University
72.59,64.83,Pre-Medical,Urban,Business Administration,Top Public University
36.46,19.75,Computer Science,Urban,Social Sciences,Top Public University
94.57,93.81,Commerce,Rural,Business Administration,Top Public University
59.97,50.78,Computer Science,Metro,Social Sciences,Private University
78.13,67.51,Arts/Humanities,Rural,Social Sciences,Private University
58.61,63.66,Computer Science,Metro,Computer Science,Top Public University
62.55,55.64,Commerce,Urban,Business Administration,Private University
90.33,98.11,Computer Science,Metro,Computer Science,Private University
41.24,53.14,Computer Science,Rural,Computer Science,Private University
47.6,42.05,Computer Science,Rural,Business Administration,Private University
61.71,60.23,Pre-Engineering,Urban,Social Sciences,Private University
81.95,80.29,Commerce,Metro,Business Administration,Mid-Tier Public University
33.0,27.99,Computer Science,Rural,Medicine (MBBS),Private University
84.97,89.04,Commerce,Metro,Business Administration,Top Public University
59.87,52.82,Arts/Humanities,Metro,Computer Science,Private University
76.51,68.24,Arts/Humanities,Metro,Social Sciences,Top Public University
100.0,85.28,Computer Science,Metro,Computer Science,Top Public University
73.76,75.26,Computer Science,Metro,Computer Science,Mid-Tier Public University
82.58,88.48,Arts/Humanities,Urban,Social Sciences,Top Public University
86.78,96.83,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
61.63,58.6,Pre-Engineering,Rural,Engineering,Private University
68.28,62.72,Computer Science,Urban,Social Sciences,Mid-Tier Public University
63.6,44.88,Commerce,Urban,Medicine (MBBS),Mid-Tier Public University
69.39,70.48,Arts/Humanities,Metro,Business Administration,Top Public University
61.62,69.21,Commerce,Rural,Computer Science,Mid-Tier Public University
58.33,62.83,Arts/Humanities,Urban,Social Sciences,Private University
57.06,57.3,Pre-Engineering,Rural,Medicine (MBBS),Private University
77.59,96.91,Computer Science,Rural,Computer Science,Top Public University
46.11,44.42,Computer Science,Rural,Social Sciences,Mid-Tier Public University
67.67,54.47,Pre-Engineering,Rural,Computer Science,Private University
86.71,81.29,Arts/Humanities,Rural,Social Sciences,Top Public University
45.24,50.5,Arts/Humanities,Urban,Business Administration,Private University
39.7,40.08,Commerce,Urban,Engineering,Private University
76.23,100.0,Arts/Humanities,Urban,Social Sciences,Top Public University
54.05,53.37,Commerce,Rural,Social Sciences,Mid-Tier Public University
55.08,62.67,Arts/Humanities,Urban,Business Administration,Mid-Tier Public University
75.65,67.11,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
70.69,57.53,Commerce,Urban,Social Sciences,Mid-Tier Public University
55.83,65.46,Arts/Humanities,Rural,Business Administration,Private University
61.08,70.81,Commerce,Metro,Business Administration,Mid-Tier Public University
43.82,22.75,Pre-Engineering,Rural,Business Administration,Mid-Tier Public University
57.25,63.46,Computer Science,Urban,Social Sciences,Mid-Tier Public University
64.84,72.2,Arts/Humanities,Metro,Social Sciences,Private University
74.29,93.63,Commerce,Metro,Engineering,Top Public University
74.88,75.24,Commerce,Urban,Engineering,Private University
92.15,84.9,Pre-Medical,Metro,Medicine (MBBS),Mid-Tier Public University
65.0,61.71,Arts/Humanities,Rural,Business Administration,Mid-Tier Public University
81.03,89.21,Pre-Engineering,Urban,Engineering,Mid-Tier Public University
70.13,56.21,Commerce,Metro,Computer Science,Private University
51.29,56.19,Arts/Humanities,Urban,Social Sciences,Private University
70.85,69.77,Commerce,Rural,Business Administration,Mid-Tier Public University
71.34,64.27,Pre-Engineering,Urban,Social Sciences,Top Public University
76.21,61.83,Pre-Engineering,Urban,Engineering,Mid-Tier Public University
73.51,71.48,Arts/Humanities,Metro,Computer Science,Mid-Tier Public University
68.07,79.91,Pre-Engineering,Rural,Business Administration,Private University
52.67,59.69,Arts/Humanities,Urban,Computer Science,Mid-Tier Public University
61.48,74.92,Computer Science,Urban,Social Sciences,Top Public University
70.39,49.58,Computer Science,Metro,Medicine (MBBS),Private University
75.82,81.3,Commerce,Urban,Business Administration,Private University
78.28,71.72,Commerce,Rural,Business Administration,Mid-Tier Public University
71.49,82.9,Arts/Humanities,Urban,Engineering,Top Public University
75.63,77.37,Computer Science,Urban,Computer Science,Mid-Tier Public University
87.57,100.0,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
69.15,60.78,Arts/Humanities,Urban,Social Sciences,Mid-Tier Public University
58.01,60.03,Arts/Humanities,Rural,Engineering,Mid-Tier Public University
44.75,11.04,Commerce,Urban,Social Sciences,Private University
66.56,91.33,Pre-Engineering,Rural,Business Administration,Top Public University
75.34,62.79,Computer Science,Rural,Computer Science,Mid-Tier Public University
60.39,48.93,Computer Science,Urban,Business Administration,Mid-Tier Public University
88.2,92.2,Computer Science,Urban,Computer Science,Top Public University
52.98,74.13,Computer Science,Urban,Engineering,Private University
60.38,53.67,Arts/Humanities,Urban,Business Administration,Private University
65.33,78.29,Pre-Engineering,Metro,Business Administration,Private University
47.3,34.74,Pre-Engineering,Metro,Social Sciences,Private University
81.01,96.85,Arts/Humanities,Urban,Social Sciences,Top Public University
54.58,59.23,Pre-Engineering,Urban,Computer Science,Private University
48.05,60.04,Pre-Engineering,Rural,Social Sciences,Mid-Tier Public University
38.3,46.81,Pre-Engineering,Metro,Business Administration,Private University
79.53,78.45,Pre-Engineering,Metro,Engineering,Mid-Tier Public University
84.85,81.23,Pre-Engineering,Metro,Engineering,Top Public University
50.42,60.65,Commerce,Rural,Social Sciences,Private University
44.21,54.54,Arts/Humanities,Rural,Medicine (MBBS),Top Public University
58.79,74.52,Arts/Humanities,Metro,Computer Science,Private University
65.34,73.66,Computer Science,Metro,Engineering,Top Public University
57.45,57.39,Arts/Humanities,Urban,Engineering,Private University
72.72,75.59,Pre-Engineering,Metro,Computer Science,Mid-Tier Public University
49.55,46.71,Commerce,Urban,Computer Science,Private University
96.49,94.23,Commerce,Metro,Business Administration,Top Public University
70.94,77.69,Pre-Engineering,Urban,Social Sciences,Mid-Tier Public University
80.78,89.94,Commerce,Metro,Business Administration,Top Public University
59.54,62.89,Commerce,Rural,Computer Science,Private University
80.08,76.56,Arts/Humanities,Rural,Social Sciences,Top Public University
90.63,97.37,Pre-Engineering,Urban,Engineering,Top Public University
54.86,39.51,Arts/Humanities,Urban,Social Sciences,Private University
67.75,77.05,Commerce,Urban,Medicine (MBBS),Top Public University
80.81,88.7,Computer Science,Metro,Computer Science,Mid-Tier Public University
72.04,63.89,Commerce,Urban,Social Sciences,Mid-Tier Public University
53.18,49.57,Arts/Humanities,Rural,Engineering,Private University
58.84,72.03,Computer Science,Urban,Business Administration,Top Public University
74.64,87.01,Commerce,Urban,Computer Science,Private University
70.85,70.39,Commerce,Metro,Business Administration,Top Public University
55.97,62.43,Arts/Humanities,Urban,Social Sciences,Private University
70.87,41.56,Pre-Engineering,Rural,Computer Science,Private University
33.0,44.61,Computer Science,Metro,Social Sciences,Private University
67.01,86.8,Arts/Humanities,Metro,Medicine (MBBS),Private University
80.3,71.74,Pre-Engineering,Urban,Engineering,Private University
79.91,52.7,Pre-Engineering,Rural,Engineering,Top Public University
59.43,61.64,Arts/Humanities,Urban,Engineering,Private University
69.66,83.62,Arts/Humanities,Rural,Computer Science,Mid-Tier Public University
69.29,65.07,Arts/Humanities,Urban,Engineering,Mid-Tier Public University
64.07,80.2,Pre-Engineering,Rural,Computer Science,Mid-Tier Public University
53.58,61.25,Arts/Humanities,Metro,Business Administration,Mid-Tier Public University
44.09,45.13,Computer Science,Urban,Business Administration,Private University
56.27,65.12,Pre-Engineering,Rural,Medicine (MBBS),Private University
46.61,61.19,Arts/Humanities,Urban,Medicine (MBBS),Private University
33.05,36.35,Computer Science,Urban,Business Administration,Private University
82.49,67.89,Computer Science,Metro,Computer Science,Top Public University
42.09,23.5,Commerce,Urban,Social Sciences,Mid-Tier Public University
53.86,31.53,Commerce,Rural,Social Sciences,Private University
53.61,35.76,Commerce,Metro,Business Administration,Top Public University
36.75,52.28,Arts/Humanities,Rural,Business Administration,Mid-Tier Public University
67.63,77.99,Computer Science,Urban,Computer Science,Top Public University
36.72,23.51,Computer Science,Rural,Business Administration,Mid-Tier Public University
88.78,100.0,Arts/Humanities,Metro,Social Sciences,Top Public University
41.03,28.35,Commerce,Rural,Engineering,Private University
49.92,54.79,Computer Science,Urban,Engineering,Top Public University
59.27,62.05,Commerce,Metro,Business Administration,Mid-Tier Public University
59.74,51.92,Commerce,Urban,Social Sciences,Private University
61.75,58.82,Pre-Medical,Metro,Engineering,Private University
78.77,70.14,Computer Science,Urban,Computer Science,Mid-Tier Public University
82.87,81.06,Pre-Engineering,Rural,Engineering,Top Public University
98.95,100.0,Commerce,Urban,Business Administration,Top Public University
47.54,36.11,Pre-Engineering,Rural,Business Administration,Mid-Tier Public University
82.02,88.94,Arts/Humanities,Rural,Social Sciences,Mid-Tier Public University
76.7,62.97,Pre-Medical,Metro,Medicine (MBBS),Mid-Tier Public University
62.14,82.11,Pre-Engineering,Rural,Social Sciences,Private University
